gcf1,gcf2,count,jaccard_index,distance,weight
GCF_a29b93e523,GCF_e810147ddc,63,0.5,0.5,0.5
GCF_a2dd71f20e,GCF_a8b1198a63,72,0.5,0.5,0.5
GCF_a4c6b36092,GCF_ec1cbe639a,104,0.5,0.5,0.5
GCF_a4e71c1718,GCF_d3745e74f0,27,0.5,0.5,0.5
GCF_a4e71c1718,GCF_e17adc5a06,27,0.5,0.5,0.5
GCF_a4e71c1718,GCF_f811ed84c0,24,0.5,0.5,0.5
GCF_a5288d0ec1,GCF_ba74c1ab52,20,0.5,0.5,0.5
GCF_a6da070b12,GCF_d4121ba4fc,40,0.5,0.5,0.5
GCF_a72617091c,GCF_b495f14538,27,0.5,0.5,0.5
GCF_aaa452deda,GCF_bade770d8a,26,0.5,0.5,0.5
GCF_aaa452deda,GCF_e0a9ecb7c0,26,0.5,0.5,0.5
GCF_ab9abdfb15,GCF_fa1a12b82c,49,0.5,0.5,0.5
GCF_ac39edea63,GCF_d4e74b402a,20,0.5,0.5,0.5
GCF_add030b173,GCF_cb3f0b8599,23,0.5,0.5,0.5
GCF_add030b173,GCF_ea4249fbab,25,0.5,0.5,0.5
GCF_ae610a0d27,GCF_fdc2911489,24,0.5,0.5,0.5
GCF_ae9bf0241c,GCF_ebf93ad38d,26,0.5,0.5,0.5
GCF_b330f46f1b,GCF_da74300172,20,0.5,0.5,0.5
GCF_b38d33bca5,GCF_fbb772b423,24,0.5,0.5,0.5
GCF_b5135d57ee,GCF_cf9920b781,38,0.5,0.5,0.5
GCF_b65751d6ec,GCF_b8828f02bf,30,0.5,0.5,0.5
GCF_b65751d6ec,GCF_bcacd95cd7,22,0.5,0.5,0.5
GCF_ba4edafe49,GCF_f8e30ded4d,20,0.5,0.5,0.5
GCF_ba74c1ab52,GCF_c01f844f9a,21,0.5,0.5,0.5
GCF_ba74c1ab52,GCF_d3703a57d5,21,0.5,0.5,0.5
GCF_bb68874580,GCF_e829bc3a74,21,0.5,0.5,0.5
GCF_bba5fe5a55,GCF_e802065ed4,20,0.5,0.5,0.5
GCF_bba5fe5a55,GCF_f680bb0905,27,0.5,0.5,0.5
GCF_be287e9366,GCF_d007ad2f9a,35,0.5,0.5,0.5
GCF_bfeac0b3be,GCF_e7d92d86e7,30,0.5,0.5,0.5
GCF_c0a2e2ddf6,GCF_f4347d1a9b,45,0.5,0.5,0.5
GCF_c2ea92935d,GCF_ffe571f620,23,0.5,0.5,0.5
GCF_c31b22a7a6,GCF_e714a2bd13,24,0.5,0.5,0.5
GCF_c42d5017d0,GCF_d4399a7ce5,21,0.5,0.5,0.5
GCF_c5ed9b5fd4,GCF_e5c9a12d40,32,0.5,0.5,0.5
GCF_ca56d84b62,GCF_cc1b8ab89d,31,0.5,0.5,0.5
GCF_cad43b67f1,GCF_cd74365fb1,21,0.5,0.5,0.5
GCF_cd33a35757,GCF_de93d38bcd,63,0.5,0.5,0.5
GCF_cd878fdea9,GCF_fa12813072,28,0.5,0.5,0.5
GCF_cdf820bf3e,GCF_da95258533,62,0.5,0.5,0.5
GCF_d01e7e645c,GCF_f285f209ef,23,0.5,0.5,0.5
GCF_d34d11cc39,GCF_f680bb0905,26,0.5,0.5,0.5
GCF_d380ae9eb6,GCF_d5fb3cbee4,26,0.5,0.5,0.5
GCF_d388b30ebe,GCF_f548b53b14,22,0.5,0.5,0.5
GCF_d5939a48e4,GCF_fc6b0a2667,22,0.5,0.5,0.5
GCF_d5fb3cbee4,GCF_f08bede9ac,26,0.5,0.5,0.5
GCF_d848715036,GCF_f19ec6350a,23,0.5,0.5,0.5
GCF_d8a17d0ae8,GCF_de02239dd3,24,0.5,0.5,0.5
GCF_da7f09c561,GCF_e91b1b90ba,34,0.5,0.5,0.5
GCF_dae3823305,GCF_f680bb0905,27,0.5,0.5,0.5
GCF_df716932ee,GCF_e4b919b395,20,0.5,0.5,0.5
GCF_e159d01a77,GCF_eef8e7f647,23,0.5,0.5,0.5
GCF_f08bede9ac,GCF_fc3280d033,36,0.5,0.5,0.5
GCF_f2614d252c,GCF_f4f9803f3b,27,0.5,0.5,0.5
GCF_75180cec3e,GCF_ba98f56db5,12460,0.4996391,0.5003609,0.4996391
GCF_268cdc58a9,GCF_8c7b546f7e,2320,0.49913941,0.50086059,0.49913941
GCF_680e2a807a,GCF_9886e42eff,498,0.498998,0.501002,0.498998
GCF_13915edea8,GCF_5dad61789e,138,0.49819495,0.50180505,0.49819495
GCF_3da28f31c8,GCF_7bf7352c9b,137,0.49818182,0.50181818,0.49818182
GCF_805ceff46c,GCF_e468c5d75d,1333,0.49794546,0.50205454,0.49794546
GCF_5240049a51,GCF_f6d461887b,119,0.49790795,0.50209205,0.49790795
GCF_8f0b103b14,GCF_9cf2075a46,111,0.49775785,0.50224215,0.49775785
GCF_1cb2366854,GCF_45129e2542,1361,0.4976234,0.5023766000000001,0.4976234
GCF_918d7ecfcd,GCF_ca5cba3fed,198,0.49748744,0.50251256,0.49748744
GCF_081287a67a,GCF_ac2e2a66cd,8589,0.49739402,0.50260598,0.49739402
GCF_80cb97f213,GCF_aff4c57aba,91,0.49726776,0.50273224,0.49726776
GCF_5ede58a734,GCF_c5fce533f6,90,0.49723757,0.50276243,0.49723757
GCF_a26a3ea7ea,GCF_d265a58c5a,90,0.49723757,0.50276243,0.49723757
GCF_2ce7b684b1,GCF_53df2cc314,11875,0.49713233,0.50286767,0.49713233
GCF_75180cec3e,GCF_f8d9038b2c,10950,0.49704948,0.50295052,0.49704948
GCF_87e66a7e75,GCF_c15bf1841b,80,0.49689441,0.50310559,0.49689441
GCF_00afc41845,GCF_422e54d5c8,75,0.49668874,0.50331126,0.49668874
GCF_9fce04d92b,GCF_ba2b8acbfd,150,0.49668874,0.50331126,0.49668874
GCF_2d9daa10c6,GCF_7fd5563682,74,0.4966443,0.5033557,0.4966443
GCF_422e54d5c8,GCF_84be87f615,74,0.4966443,0.5033557,0.4966443
GCF_f431783179,GCF_f6d461887b,74,0.4966443,0.5033557,0.4966443
GCF_a20a360b79,GCF_ffdfe38238,73,0.49659864,0.50340136,0.49659864
GCF_3c5bd46100,GCF_f431783179,68,0.49635036,0.50364964,0.49635036
GCF_594881dc6b,GCF_d11d31c480,403,0.49630542,0.50369458,0.49630542
GCF_63e946eba9,GCF_e6ec96de1b,132,0.4962406,0.5037594000000001,0.4962406
GCF_18926d412a,GCF_8e1085a887,63,0.49606299,0.50393701,0.49606299
GCF_99fec07baf,GCF_a83eb09f62,755,0.49605782,0.50394218,0.49605782
GCF_b4ca6893ef,GCF_d1508c844c,62,0.496,0.504,0.496
GCF_14bf7648ee,GCF_3b9eca1cd3,59,0.49579832,0.50420168,0.49579832
GCF_da95258533,GCF_e6f065b7ad,59,0.49579832,0.50420168,0.49579832
GCF_4e88351221,GCF_db6af48b99,235,0.49578059,0.5042194099999999,0.49578059
GCF_0510186ae9,GCF_e49d4e5f61,58,0.4957265,0.5042735,0.4957265
GCF_b53d710c0f,GCF_d1508c844c,58,0.4957265,0.5042735,0.4957265
GCF_8e0343baa4,GCF_c5fce533f6,115,0.49568966,0.50431034,0.49568966
GCF_1bed9aeeeb,GCF_f0a29a2412,57,0.49565217,0.5043478299999999,0.49565217
GCF_b7298e45cd,GCF_e4ffc366ba,381,0.49544863,0.5045513699999999,0.49544863
GCF_2273827e4a,GCF_d33a5faa4e,272,0.49544627,0.50455373,0.49544627
GCF_04475c9eb7,GCF_0510186ae9,54,0.49541284,0.50458716,0.49541284
GCF_682470f7c3,GCF_e326d49b5a,162,0.49541284,0.50458716,0.49541284
GCF_1bed9aeeeb,GCF_ab9abdfb15,53,0.4953271,0.5046729,0.4953271
GCF_3d3b9d6d75,GCF_c5715ad659,18953,0.49519256,0.50480744,0.49519256
GCF_71b4d951b4,GCF_91a37dddd9,51,0.49514563,0.50485437,0.49514563
GCF_9e781a04a0,GCF_dee3a2954f,51,0.49514563,0.50485437,0.49514563
GCF_453c6935de,GCF_f730c63b38,101,0.49509804,0.50490196,0.49509804
GCF_1bed9aeeeb,GCF_91a37dddd9,50,0.4950495,0.5049505000000001,0.4950495
GCF_3204a40b8f,GCF_71b4d951b4,50,0.4950495,0.5049505000000001,0.4950495
GCF_45c8995535,GCF_5c646399af,50,0.4950495,0.5049505000000001,0.4950495
GCF_1ab6994e3f,GCF_a456f73a90,547,0.49502262,0.5049773799999999,0.49502262
GCF_1bed9aeeeb,GCF_da95258533,49,0.49494949,0.50505051,0.49494949
GCF_44b11d6e05,GCF_85bc330df1,49,0.49494949,0.50505051,0.49494949
GCF_ba98f56db5,GCF_fc280c2e41,11707,0.4948641,0.5051359,0.4948641
GCF_837e2fe708,GCF_be4a1e232b,48,0.49484536,0.50515464,0.49484536
GCF_d64cc41487,GCF_dbd84c7b6d,48,0.49484536,0.50515464,0.49484536
GCF_03d291e27d,GCF_3b3b51879f,47,0.49473684,0.5052631599999999,0.49473684
GCF_e88a181623,GCF_fa1a12b82c,47,0.49473684,0.5052631599999999,0.49473684
GCF_70f0f60ff5,GCF_e7dc4802ae,187,0.49470899,0.50529101,0.49470899
GCF_84be87f615,GCF_a2dd71f20e,93,0.49468085,0.50531915,0.49468085
GCF_00114349cf,GCF_dee3a2954f,46,0.49462366,0.50537634,0.49462366
GCF_0f006ff732,GCF_ec3686c288,46,0.49462366,0.50537634,0.49462366
GCF_264b3c0067,GCF_375a206cae,46,0.49462366,0.50537634,0.49462366
GCF_515f95282c,GCF_aff4c57aba,91,0.49456522,0.50543478,0.49456522
GCF_3204a40b8f,GCF_40029a3cea,45,0.49450549,0.50549451,0.49450549
GCF_387eae9fa4,GCF_4eac29787b,90,0.49450549,0.50549451,0.49450549
GCF_51ea89d819,GCF_786d0a4dd3,45,0.49450549,0.50549451,0.49450549
GCF_5c1104ad19,GCF_bf39ff5b23,89,0.49444444,0.50555556,0.49444444
GCF_3b3b51879f,GCF_692941b328,44,0.49438202,0.50561798,0.49438202
GCF_48cfa6e69b,GCF_8f51e1cbf1,44,0.49438202,0.50561798,0.49438202
GCF_48cfa6e69b,GCF_f7ed163e4c,44,0.49438202,0.50561798,0.49438202
GCF_5bfbd7f11b,GCF_d5b6759a2a,44,0.49438202,0.50561798,0.49438202
GCF_264b3c0067,GCF_db7cba6560,43,0.49425287,0.50574713,0.49425287
GCF_591e91f61d,GCF_9b2978473f,43,0.49425287,0.50574713,0.49425287
GCF_74204e298c,GCF_9e781a04a0,43,0.49425287,0.50574713,0.49425287
GCF_924958cd26,GCF_d3170549e1,43,0.49425287,0.50574713,0.49425287
GCF_a4e71c1718,GCF_d3170549e1,43,0.49425287,0.50574713,0.49425287
GCF_8d04c53673,GCF_dd48719df6,127,0.49416342,0.50583658,0.49416342
GCF_1871765dac,GCF_5ae2d6c61f,126,0.49411765,0.50588235,0.49411765
GCF_375a206cae,GCF_9af9471f3f,42,0.49411765,0.50588235,0.49411765
GCF_7f8206a447,GCF_be514d860b,42,0.49411765,0.50588235,0.49411765
GCF_87fdc1ffab,GCF_ffe571f620,42,0.49411765,0.50588235,0.49411765
GCF_c7f3659a42,GCF_ca3b4bd92e,42,0.49411765,0.50588235,0.49411765
GCF_697a742cf0,GCF_bd152855e8,83,0.49404762,0.50595238,0.49404762
GCF_25447986f6,GCF_375a206cae,41,0.4939759,0.5060241,0.4939759
GCF_45c8995535,GCF_c9cd2e2903,41,0.4939759,0.5060241,0.4939759
GCF_6227c739b8,GCF_db7cba6560,41,0.4939759,0.5060241,0.4939759
GCF_91a37dddd9,GCF_e6ecab9f39,41,0.4939759,0.5060241,0.4939759
GCF_ab274e30ab,GCF_b4441d6f66,41,0.4939759,0.5060241,0.4939759
GCF_bdf6593272,GCF_fca60d9b89,123,0.4939759,0.5060241,0.4939759
GCF_0c681556e3,GCF_a83eb09f62,814,0.49393204,0.50606796,0.49393204
GCF_2f096d4eb9,GCF_87e66a7e75,81,0.49390244,0.50609756,0.49390244
GCF_36e1651486,GCF_8e78968899,161,0.49386503,0.50613497,0.49386503
GCF_2123b9febb,GCF_5bae0b330e,40,0.49382716,0.5061728400000001,0.49382716
GCF_3204a40b8f,GCF_e6ecab9f39,40,0.49382716,0.5061728400000001,0.49382716
GCF_5bae0b330e,GCF_6334c26e5f,40,0.49382716,0.5061728400000001,0.49382716
GCF_5f79b94159,GCF_da534a9c84,40,0.49382716,0.5061728400000001,0.49382716
GCF_74fbe608e3,GCF_8f51e1cbf1,40,0.49382716,0.5061728400000001,0.49382716
GCF_8ad4c25f01,GCF_c43d7bbd98,40,0.49382716,0.5061728400000001,0.49382716
GCF_c50dff78af,GCF_d6a604ebd1,40,0.49382716,0.5061728400000001,0.49382716
GCF_da95258533,GCF_e6ecab9f39,40,0.49382716,0.5061728400000001,0.49382716
GCF_10f4c9e388,GCF_8e8c0c6ec4,39,0.49367089,0.50632911,0.49367089
GCF_115d6bb001,GCF_4e7857abcd,39,0.49367089,0.50632911,0.49367089
GCF_173f19fe52,GCF_d447cc6f13,39,0.49367089,0.50632911,0.49367089
GCF_289502f8a4,GCF_5bae0b330e,39,0.49367089,0.50632911,0.49367089
GCF_2efb819821,GCF_ecba73cc1b,78,0.49367089,0.50632911,0.49367089
GCF_3cd41702ad,GCF_d4399a7ce5,39,0.49367089,0.50632911,0.49367089
GCF_581acb8a6a,GCF_eb114707e1,39,0.49367089,0.50632911,0.49367089
GCF_8e8c0c6ec4,GCF_ba33c02359,39,0.49367089,0.50632911,0.49367089
GCF_cdf94c9cab,GCF_e7dc4802ae,193,0.49360614,0.50639386,0.49360614
GCF_84be87f615,GCF_ab9abdfb15,77,0.49358974,0.50641026,0.49358974
GCF_1c40d19cfc,GCF_8ad4c25f01,38,0.49350649,0.50649351,0.49350649
GCF_25447986f6,GCF_db7cba6560,38,0.49350649,0.50649351,0.49350649
GCF_55133c36b8,GCF_9c0431ee70,38,0.49350649,0.50649351,0.49350649
GCF_562ccfad8e,GCF_d6a604ebd1,38,0.49350649,0.50649351,0.49350649
GCF_596653749a,GCF_7659e63532,38,0.49350649,0.50649351,0.49350649
GCF_7659e63532,GCF_864906b4f8,38,0.49350649,0.50649351,0.49350649
GCF_96f5ca267b,GCF_f7e05297e8,38,0.49350649,0.50649351,0.49350649
GCF_b92316abbe,GCF_f005a34834,226,0.49344978,0.50655022,0.49344978
GCF_03d291e27d,GCF_a5f943eaa4,37,0.49333333,0.50666667,0.49333333
GCF_1662dc2014,GCF_9e1358ce30,37,0.49333333,0.50666667,0.49333333
GCF_184488e3ef,GCF_eaca671498,37,0.49333333,0.50666667,0.49333333
GCF_2472713655,GCF_4950908ef7,37,0.49333333,0.50666667,0.49333333
GCF_39d4b983f3,GCF_864906b4f8,37,0.49333333,0.50666667,0.49333333
GCF_3e8e37b142,GCF_8f51e1cbf1,37,0.49333333,0.50666667,0.49333333
GCF_44b11d6e05,GCF_f2614d252c,37,0.49333333,0.50666667,0.49333333
GCF_4ee502f76a,GCF_6f036b63be,37,0.49333333,0.50666667,0.49333333
GCF_6787c9c406,GCF_e3219c9cb4,74,0.49333333,0.50666667,0.49333333
GCF_87e66a7e75,GCF_8e1085a887,74,0.49333333,0.50666667,0.49333333
GCF_8ad4c25f01,GCF_a26b2f8998,37,0.49333333,0.50666667,0.49333333
GCF_0a25ea14cf,GCF_16d59ef121,73,0.49324324,0.50675676,0.49324324
GCF_84be87f615,GCF_d6a604ebd1,73,0.49324324,0.50675676,0.49324324
GCF_4f4039d2ce,GCF_e95ae3e473,218,0.49321267,0.50678733,0.49321267
GCF_2a089fc4ba,GCF_4187acbe19,36,0.49315068,0.5068493199999999,0.49315068
GCF_4cb31243e6,GCF_f3c4a27b11,36,0.49315068,0.5068493199999999,0.49315068
GCF_4f6179ba80,GCF_9fb393fce2,36,0.49315068,0.5068493199999999,0.49315068
GCF_56dc0d6e09,GCF_5aa9c8e4a1,72,0.49315068,0.5068493199999999,0.49315068
GCF_87e66a7e75,GCF_d6a604ebd1,72,0.49315068,0.5068493199999999,0.49315068
GCF_9e1358ce30,GCF_f4304ae73d,36,0.49315068,0.5068493199999999,0.49315068
GCF_1662dc2014,GCF_27b81251ee,35,0.49295775,0.50704225,0.49295775
GCF_171d759240,GCF_e8987192e9,35,0.49295775,0.50704225,0.49295775
GCF_1e2fe0d08d,GCF_e0ea06ef35,70,0.49295775,0.50704225,0.49295775
GCF_2472713655,GCF_864906b4f8,35,0.49295775,0.50704225,0.49295775
GCF_53013b103f,GCF_dfa15d3343,35,0.49295775,0.50704225,0.49295775
GCF_5a06fd5225,GCF_7f8afa0a26,35,0.49295775,0.50704225,0.49295775
GCF_682470f7c3,GCF_8ae8a8e3f1,105,0.49295775,0.50704225,0.49295775
GCF_963492fa64,GCF_da7f09c561,35,0.49295775,0.50704225,0.49295775
GCF_53df2cc314,GCF_5ff2df1895,9426,0.49283698,0.50716302,0.49283698
GCF_3e8e37b142,GCF_74fbe608e3,34,0.49275362,0.50724638,0.49275362
GCF_44f2252f83,GCF_9699c35fc3,34,0.49275362,0.50724638,0.49275362
GCF_48cfa6e69b,GCF_f776167cee,34,0.49275362,0.50724638,0.49275362
GCF_6886789c18,GCF_f6a57e7b4e,34,0.49275362,0.50724638,0.49275362
GCF_8f51e1cbf1,GCF_eb4d0a780d,34,0.49275362,0.50724638,0.49275362
GCF_8f51e1cbf1,GCF_fbb061d3fa,34,0.49275362,0.50724638,0.49275362
GCF_8f51e1cbf1,GCF_ff01f500d5,34,0.49275362,0.50724638,0.49275362
GCF_682470f7c3,GCF_708cbc2588,101,0.49268293,0.50731707,0.49268293
GCF_09e2f35e13,GCF_cf0249dab7,1211,0.49267697,0.50732303,0.49267697
GCF_4b54e02fce,GCF_ab2afa3ee1,67,0.49264706,0.50735294,0.49264706
GCF_c146864755,GCF_d265a58c5a,67,0.49264706,0.50735294,0.49264706
GCF_0a8ad395da,GCF_2b8a7cc8cb,33,0.49253731,0.50746269,0.49253731
GCF_2472713655,GCF_409520146a,33,0.49253731,0.50746269,0.49253731
GCF_264b3c0067,GCF_96c67c08f8,33,0.49253731,0.50746269,0.49253731
GCF_2e882e8ac1,GCF_ba74c1ab52,33,0.49253731,0.50746269,0.49253731
GCF_6e75021abd,GCF_a5e72e67cb,33,0.49253731,0.50746269,0.49253731
GCF_710f03a560,GCF_7f8afa0a26,33,0.49253731,0.50746269,0.49253731
GCF_7a11be9c95,GCF_cd08a18525,33,0.49253731,0.50746269,0.49253731
GCF_ba33c02359,GCF_e55f79a2c0,33,0.49253731,0.50746269,0.49253731
GCF_e5c9a12d40,GCF_e714a2bd13,33,0.49253731,0.50746269,0.49253731
GCF_3b3a8be2f8,GCF_d818d6db79,259,0.49239544,0.50760456,0.49239544
GCF_402dc024c7,GCF_df7180796a,418,0.49234393,0.50765607,0.49234393
GCF_09288bcfbf,GCF_4187acbe19,32,0.49230769,0.5076923099999999,0.49230769
GCF_1b4e4f7b00,GCF_78049493d1,32,0.49230769,0.5076923099999999,0.49230769
GCF_27337d1769,GCF_2a089fc4ba,32,0.49230769,0.5076923099999999,0.49230769
GCF_2cbaf8b8cf,GCF_c039cbf4c4,32,0.49230769,0.5076923099999999,0.49230769
GCF_300cce2951,GCF_7616dc081a,32,0.49230769,0.5076923099999999,0.49230769
GCF_4d437e0540,GCF_96509b7700,64,0.49230769,0.5076923099999999,0.49230769
GCF_4f6179ba80,GCF_7b029d0c80,32,0.49230769,0.5076923099999999,0.49230769
GCF_5e0586fd64,GCF_d380ae9eb6,32,0.49230769,0.5076923099999999,0.49230769
GCF_692941b328,GCF_8b4b2a272f,32,0.49230769,0.5076923099999999,0.49230769
GCF_6e8a7291de,GCF_bc6dbec050,32,0.49230769,0.5076923099999999,0.49230769
GCF_573dac97fd,GCF_74bcd8e9ed,2488,0.49228334,0.50771666,0.49228334
GCF_1b629e6700,GCF_93373904cd,158,0.49221184,0.50778816,0.49221184
GCF_9e29936307,GCF_f3a9f68cf6,63,0.4921875,0.5078125,0.4921875
GCF_11c3645015,GCF_6b81b7e0eb,219,0.49213483,0.50786517,0.49213483
GCF_1f31262231,GCF_5cfbac9d4a,31,0.49206349,0.50793651,0.49206349
GCF_4187acbe19,GCF_6321b4b57e,31,0.49206349,0.50793651,0.49206349
GCF_47e1870daf,GCF_8e4f0c75e5,31,0.49206349,0.50793651,0.49206349
GCF_59519ea481,GCF_9eda749586,31,0.49206349,0.50793651,0.49206349
GCF_64d347e540,GCF_832b262c8c,31,0.49206349,0.50793651,0.49206349
GCF_69d8796091,GCF_7482145880,31,0.49206349,0.50793651,0.49206349
GCF_8e0343baa4,GCF_aff4c57aba,124,0.49206349,0.50793651,0.49206349
GCF_ca8a59eafb,GCF_f6a57e7b4e,31,0.49206349,0.50793651,0.49206349
GCF_7416b7902f,GCF_a7fe739782,833,0.49202599,0.50797401,0.49202599
GCF_31fd2146b8,GCF_a7fd580e51,61,0.49193548,0.50806452,0.49193548
GCF_916c6f40b6,GCF_bcc44c660b,13583,0.49190599,0.50809401,0.49190599
GCF_03d291e27d,GCF_3c51c58062,30,0.49180328,0.5081967199999999,0.49180328
GCF_12bb0e6764,GCF_61092db194,30,0.49180328,0.5081967199999999,0.49180328
GCF_1ddc79da2e,GCF_c705738ca9,30,0.49180328,0.5081967199999999,0.49180328
GCF_25447986f6,GCF_6227c739b8,30,0.49180328,0.5081967199999999,0.49180328
GCF_43a801b805,GCF_44f89defb7,30,0.49180328,0.5081967199999999,0.49180328
GCF_4453889991,GCF_9eaad3cb1b,30,0.49180328,0.5081967199999999,0.49180328
GCF_48269b967d,GCF_f917ec8647,30,0.49180328,0.5081967199999999,0.49180328
GCF_482ac48673,GCF_be651ddfc7,30,0.49180328,0.5081967199999999,0.49180328
GCF_4a069cbaba,GCF_abe1c5c813,30,0.49180328,0.5081967199999999,0.49180328
GCF_515f95282c,GCF_99f2c96800,60,0.49180328,0.5081967199999999,0.49180328
GCF_55f627972e,GCF_5f4809b789,30,0.49180328,0.5081967199999999,0.49180328
GCF_570c0f956e,GCF_705a2f2d4d,30,0.49180328,0.5081967199999999,0.49180328
GCF_692941b328,GCF_f2614d252c,30,0.49180328,0.5081967199999999,0.49180328
GCF_9e3c88cd17,GCF_f820506220,30,0.49180328,0.5081967199999999,0.49180328
GCF_a4b4f3fc62,GCF_b796c7a173,30,0.49180328,0.5081967199999999,0.49180328
GCF_c705738ca9,GCF_d267649547,30,0.49180328,0.5081967199999999,0.49180328
GCF_9bf011024a,GCF_9ecd6045d2,3467,0.49177305,0.5082269500000001,0.49177305
GCF_5ff2df1895,GCF_f8d9038b2c,9698,0.49166033,0.50833967,0.49166033
GCF_383127afa1,GCF_3852f22af4,353,0.49164345,0.50835655,0.49164345
GCF_1ce43341cd,GCF_dafc58736d,29,0.49152542,0.50847458,0.49152542
GCF_1ddc79da2e,GCF_e55f79a2c0,29,0.49152542,0.50847458,0.49152542
GCF_264c47653c,GCF_711f2bdf27,29,0.49152542,0.50847458,0.49152542
GCF_2d33e5f74a,GCF_b65751d6ec,29,0.49152542,0.50847458,0.49152542
GCF_3aa02bbbfc,GCF_b9cb9b39c5,29,0.49152542,0.50847458,0.49152542
GCF_3b8dc6c3da,GCF_71d27e80fb,58,0.49152542,0.50847458,0.49152542
GCF_44f89defb7,GCF_ba33c02359,29,0.49152542,0.50847458,0.49152542
GCF_4950908ef7,GCF_d34d11cc39,29,0.49152542,0.50847458,0.49152542
GCF_8159802c67,GCF_cebda1f269,29,0.49152542,0.50847458,0.49152542
GCF_8159802c67,GCF_eb7decb801,29,0.49152542,0.50847458,0.49152542
GCF_8ac5ce9dc0,GCF_e810147ddc,58,0.49152542,0.50847458,0.49152542
GCF_9bb46bb426,GCF_e810147ddc,58,0.49152542,0.50847458,0.49152542
GCF_a4e71c1718,GCF_fc75036acf,29,0.49152542,0.50847458,0.49152542
GCF_a59c365131,GCF_da534a9c84,29,0.49152542,0.50847458,0.49152542
GCF_b9b64f4a72,GCF_d380ae9eb6,29,0.49152542,0.50847458,0.49152542
GCF_c469d6b3d1,GCF_fc75036acf,29,0.49152542,0.50847458,0.49152542
GCF_d818d6db79,GCF_f2f48c34c3,232,0.49152542,0.50847458,0.49152542
GCF_9fce04d92b,GCF_b7fcad7744,144,0.49146758,0.50853242,0.49146758
GCF_2d7600558d,GCF_a349ee0582,172,0.49142857,0.5085714299999999,0.49142857
GCF_04a712095b,GCF_9560b4478f,57,0.49137931,0.50862069,0.49137931
GCF_2ce7b684b1,GCF_ac2e2a66cd,11482,0.49125059,0.5087494100000001,0.49125059
GCF_028c0bb382,GCF_e17adc5a06,28,0.49122807,0.50877193,0.49122807
GCF_1d0e59d541,GCF_1fe004a760,28,0.49122807,0.50877193,0.49122807
GCF_25447986f6,GCF_9af9471f3f,28,0.49122807,0.50877193,0.49122807
GCF_27011293c2,GCF_d271024cd7,28,0.49122807,0.50877193,0.49122807
GCF_4ad4f7f449,GCF_ebb33119a0,28,0.49122807,0.50877193,0.49122807
GCF_4d03b2d703,GCF_69cd2b4804,28,0.49122807,0.50877193,0.49122807
GCF_4d03b2d703,GCF_d009e7994f,28,0.49122807,0.50877193,0.49122807
GCF_604074948b,GCF_fdc2911489,28,0.49122807,0.50877193,0.49122807
GCF_6227c739b8,GCF_7b029d0c80,28,0.49122807,0.50877193,0.49122807
GCF_b796c7a173,GCF_f90ad16ac6,28,0.49122807,0.50877193,0.49122807
GCF_d1b64b1ae9,GCF_dec3d1a74d,28,0.49122807,0.50877193,0.49122807
GCF_e6c110f0bf,GCF_f35ea2c789,28,0.49122807,0.50877193,0.49122807
GCF_74d2fa5cee,GCF_ac2e2a66cd,9544,0.49119918,0.50880082,0.49119918
GCF_09288bcfbf,GCF_852e9d50c6,27,0.49090909,0.5090909100000001,0.49090909
GCF_12b6104dc2,GCF_61eb302944,27,0.49090909,0.5090909100000001,0.49090909
GCF_149c6e1db5,GCF_a0e395c308,27,0.49090909,0.5090909100000001,0.49090909
GCF_19a453e059,GCF_fe10a7d141,27,0.49090909,0.5090909100000001,0.49090909
GCF_1de0fce5f3,GCF_b40433f8b4,27,0.49090909,0.5090909100000001,0.49090909
GCF_31e7e48283,GCF_6fea649cb1,27,0.49090909,0.5090909100000001,0.49090909
GCF_4398eceacc,GCF_e91b1b90ba,27,0.49090909,0.5090909100000001,0.49090909
GCF_4ad4f7f449,GCF_d3745e74f0,27,0.49090909,0.5090909100000001,0.49090909
GCF_53e5a3c213,GCF_e38a4fb20c,27,0.49090909,0.5090909100000001,0.49090909
GCF_5662b32b3b,GCF_db6e3481f4,27,0.49090909,0.5090909100000001,0.49090909
GCF_a11a99f7a7,GCF_fdc2911489,27,0.49090909,0.5090909100000001,0.49090909
GCF_aaa452deda,GCF_ea22beb9df,27,0.49090909,0.5090909100000001,0.49090909
GCF_b61469474d,GCF_cc9b7ca643,27,0.49090909,0.5090909100000001,0.49090909
GCF_c7086f98ed,GCF_e829bc3a74,27,0.49090909,0.5090909100000001,0.49090909
GCF_d370321c1f,GCF_d93a8bb266,27,0.49090909,0.5090909100000001,0.49090909
GCF_dabc267d5a,GCF_f2614d252c,27,0.49090909,0.5090909100000001,0.49090909
GCF_c52f8c47ac,GCF_e95ae3e473,214,0.49082569,0.50917431,0.49082569
GCF_3c5bd46100,GCF_bb9baaa30e,80,0.49079755,0.50920245,0.49079755
GCF_82e4b699d9,GCF_bb3c6ea313,80,0.49079755,0.50920245,0.49079755
GCF_24536ed6c5,GCF_2bc27f89bd,841,0.49066511,0.50933489,0.49066511
GCF_0124d00bee,GCF_3d0febdc0e,26,0.49056604,0.50943396,0.49056604
GCF_028c0bb382,GCF_2ba8d3c5dc,26,0.49056604,0.50943396,0.49056604
GCF_028c0bb382,GCF_7f227d50ff,26,0.49056604,0.50943396,0.49056604
