gcf1,gcf2,count,jaccard_index,distance,weight
GCF_190c450ae3,GCF_acd9a25067,97,0.3540146,0.6459854,0.3540146
GCF_0c681556e3,GCF_fdda9ba5a5,457,0.35398916,0.64601084,0.35398916
GCF_163b420811,GCF_8474c1b798,1560,0.3539823,0.6460177,0.3539823
GCF_465c044604,GCF_81c45a9e47,40,0.3539823,0.6460177,0.3539823
GCF_51a8032afd,GCF_e0706a98c4,183,0.35396518,0.64603482,0.35396518
GCF_31e373526e,GCF_a26a3ea7ea,103,0.35395189,0.64604811,0.35395189
GCF_bbfba32e3b,GCF_f1d62ac5ef,298,0.35391924,0.64608076,0.35391924
GCF_a4cb348b60,GCF_de37d4e253,1073,0.35389182,0.6461081799999999,0.35389182
GCF_1d0c9bca2c,GCF_da5422110d,729,0.3538835,0.6461165,0.3538835
GCF_001feb7c28,GCF_4319768cce,2247,0.35385827,0.6461417300000001,0.35385827
GCF_00114349cf,GCF_4c6e240dcd,23,0.35384615,0.6461538499999999,0.35384615
GCF_01c9e5ab9e,GCF_10f4c9e388,23,0.35384615,0.6461538499999999,0.35384615
GCF_0535ab7bfc,GCF_1b4e4f7b00,23,0.35384615,0.6461538499999999,0.35384615
GCF_10f4c9e388,GCF_456a4a3a78,23,0.35384615,0.6461538499999999,0.35384615
GCF_12bb0e6764,GCF_43a801b805,23,0.35384615,0.6461538499999999,0.35384615
GCF_1e40ac399b,GCF_3ddaabfa2e,23,0.35384615,0.6461538499999999,0.35384615
GCF_1e71f81d97,GCF_a7fd580e51,46,0.35384615,0.6461538499999999,0.35384615
GCF_1ea2cd7897,GCF_5c646399af,46,0.35384615,0.6461538499999999,0.35384615
GCF_2472713655,GCF_d87bf5d7f9,23,0.35384615,0.6461538499999999,0.35384615
GCF_24ee0099cd,GCF_9dc88409cb,23,0.35384615,0.6461538499999999,0.35384615
GCF_29d19e9e03,GCF_a26b2f8998,23,0.35384615,0.6461538499999999,0.35384615
GCF_29e54643bc,GCF_bc604f7752,23,0.35384615,0.6461538499999999,0.35384615
GCF_2b965be716,GCF_2ec39846ec,23,0.35384615,0.6461538499999999,0.35384615
GCF_2ce9692dd0,GCF_38a838a74d,23,0.35384615,0.6461538499999999,0.35384615
GCF_2d1554e8a7,GCF_9008f57833,23,0.35384615,0.6461538499999999,0.35384615
GCF_342610d657,GCF_c43d7bbd98,23,0.35384615,0.6461538499999999,0.35384615
GCF_359f3d1494,GCF_b82320c443,23,0.35384615,0.6461538499999999,0.35384615
GCF_39d4b983f3,GCF_3ce5d6e24c,23,0.35384615,0.6461538499999999,0.35384615
GCF_39d4b983f3,GCF_809f0082b8,23,0.35384615,0.6461538499999999,0.35384615
GCF_3b54b35f46,GCF_55e83337f8,23,0.35384615,0.6461538499999999,0.35384615
GCF_3d77343372,GCF_e9826334ab,23,0.35384615,0.6461538499999999,0.35384615
GCF_405c8ce182,GCF_8c16fccef8,23,0.35384615,0.6461538499999999,0.35384615
GCF_456a4a3a78,GCF_ba33c02359,23,0.35384615,0.6461538499999999,0.35384615
GCF_48161c9dce,GCF_60f44d2ad5,23,0.35384615,0.6461538499999999,0.35384615
GCF_59925870c9,GCF_95238dff43,23,0.35384615,0.6461538499999999,0.35384615
GCF_5bfbd7f11b,GCF_d267649547,23,0.35384615,0.6461538499999999,0.35384615
GCF_61bc5b7e66,GCF_9e5f732449,23,0.35384615,0.6461538499999999,0.35384615
GCF_63d28c6418,GCF_8a76fc36e5,46,0.35384615,0.6461538499999999,0.35384615
GCF_64d347e540,GCF_cee81fc3b4,23,0.35384615,0.6461538499999999,0.35384615
GCF_68346807c2,GCF_91892de74c,23,0.35384615,0.6461538499999999,0.35384615
GCF_88c971164c,GCF_8ea7618bc0,23,0.35384615,0.6461538499999999,0.35384615
GCF_a0e395c308,GCF_a6413e7d10,23,0.35384615,0.6461538499999999,0.35384615
GCF_a672cc9a95,GCF_cee81fc3b4,23,0.35384615,0.6461538499999999,0.35384615
GCF_ae9bf0241c,GCF_ce6741c0bb,23,0.35384615,0.6461538499999999,0.35384615
GCF_b137608544,GCF_fa07d6afda,23,0.35384615,0.6461538499999999,0.35384615
GCF_e5c9a12d40,GCF_ef1658b1be,23,0.35384615,0.6461538499999999,0.35384615
GCF_e62ec7e97b,GCF_f2614d252c,23,0.35384615,0.6461538499999999,0.35384615
GCF_65ea18afe8,GCF_b212e76f03,1489,0.35376574,0.64623426,0.35376574
GCF_5108e70be1,GCF_5dcf99933c,52,0.3537415,0.6462585000000001,0.3537415
GCF_b73f4a5181,GCF_dee3a2954f,52,0.3537415,0.6462585000000001,0.3537415
GCF_d56280f23e,GCF_e33ffa4062,52,0.3537415,0.6462585000000001,0.3537415
GCF_5f5c42973f,GCF_ada96e93d6,133,0.3537234,0.6462766,0.3537234
GCF_4b5f7ccead,GCF_a6d57f484c,81,0.35371179,0.64628821,0.35371179
GCF_1d6696acad,GCF_435c3e7244,2148,0.35369669,0.64630331,0.35369669
GCF_1c4332cab8,GCF_fbe378499e,2601,0.35368507,0.64631493,0.35368507
GCF_6ca4ee8cc3,GCF_a0fd430f24,365,0.35368217,0.64631783,0.35368217
GCF_7416b7902f,GCF_d893b24a74,574,0.35366605,0.64633395,0.35366605
GCF_03d291e27d,GCF_39798fe64d,29,0.35365854,0.6463414599999999,0.35365854
GCF_070cecc174,GCF_f67a97198b,29,0.35365854,0.6463414599999999,0.35365854
GCF_265b559781,GCF_27b81251ee,29,0.35365854,0.6463414599999999,0.35365854
GCF_2d9daa10c6,GCF_3b40ce7c3a,29,0.35365854,0.6463414599999999,0.35365854
GCF_2e882e8ac1,GCF_f328f90e7d,29,0.35365854,0.6463414599999999,0.35365854
GCF_44f2252f83,GCF_71afd779c2,29,0.35365854,0.6463414599999999,0.35365854
GCF_4589fdff84,GCF_d6205ff5c6,29,0.35365854,0.6463414599999999,0.35365854
GCF_61bc5b7e66,GCF_b8f9c0e4ad,29,0.35365854,0.6463414599999999,0.35365854
GCF_74f23e409b,GCF_f3f549e702,29,0.35365854,0.6463414599999999,0.35365854
GCF_85bc330df1,GCF_d34d11cc39,29,0.35365854,0.6463414599999999,0.35365854
GCF_93f91ad6fb,GCF_a775d4e976,29,0.35365854,0.6463414599999999,0.35365854
GCF_9b6471c326,GCF_b94c2a8b21,29,0.35365854,0.6463414599999999,0.35365854
GCF_a4ac277d42,GCF_ec911f9299,29,0.35365854,0.6463414599999999,0.35365854
GCF_b50b7bca46,GCF_c75954aac4,29,0.35365854,0.6463414599999999,0.35365854
GCF_3bf7c2fc79,GCF_d9acc71fbc,2728,0.35364273,0.64635727,0.35364273
GCF_2b8634a280,GCF_d85ee46640,157,0.3536036,0.6463964,0.3536036
GCF_4c69360acb,GCF_f22d47297b,64,0.35359116,0.64640884,0.35359116
GCF_8655e5a811,GCF_da5422110d,1065,0.35358566,0.64641434,0.35358566
GCF_081287a67a,GCF_2ce7b684b1,7919,0.35357414,0.64642586,0.35357414
GCF_0d981711ea,GCF_63987ec8fe,3489,0.35356709,0.64643291,0.35356709
GCF_46f338e503,GCF_55daf1dc9e,204,0.35355286,0.64644714,0.35355286
GCF_04a712095b,GCF_06a8be7142,35,0.35353535,0.64646465,0.35353535
GCF_184488e3ef,GCF_d6205ff5c6,35,0.35353535,0.64646465,0.35353535
GCF_1e71f81d97,GCF_3bf59eb8ee,35,0.35353535,0.64646465,0.35353535
GCF_247214152f,GCF_7f8206a447,35,0.35353535,0.64646465,0.35353535
GCF_44b11d6e05,GCF_b50b7bca46,35,0.35353535,0.64646465,0.35353535
GCF_591a43db19,GCF_f1254e01a6,35,0.35353535,0.64646465,0.35353535
GCF_5c646399af,GCF_7c038eaf56,35,0.35353535,0.64646465,0.35353535
GCF_81c45a9e47,GCF_d062bcfd28,35,0.35353535,0.64646465,0.35353535
GCF_8b4b2a272f,GCF_d41e2ed479,35,0.35353535,0.64646465,0.35353535
GCF_b4ca6893ef,GCF_dda36589ef,35,0.35353535,0.64646465,0.35353535
GCF_b8c055a3a4,GCF_d939e7f459,35,0.35353535,0.64646465,0.35353535
GCF_bba5fe5a55,GCF_f1254e01a6,35,0.35353535,0.64646465,0.35353535
GCF_2cb0f2ce10,GCF_a596f6b617,3386,0.35351848,0.64648152,0.35351848
GCF_0a5ddb10f0,GCF_2ce7b684b1,7827,0.35350707,0.64649293,0.35350707
GCF_9a92460b0b,GCF_a2dd71f20e,76,0.35348837,0.64651163,0.35348837
GCF_081287a67a,GCF_6fc3b855d5,5215,0.35346347,0.64653653,0.35346347
GCF_00114349cf,GCF_e0d05f7bfa,41,0.35344828,0.6465517199999999,0.35344828
GCF_06a8be7142,GCF_de5f8a7d68,41,0.35344828,0.6465517199999999,0.35344828
GCF_092e826d77,GCF_4b673b9269,41,0.35344828,0.6465517199999999,0.35344828
GCF_16d59ef121,GCF_a3a6834716,41,0.35344828,0.6465517199999999,0.35344828
GCF_31335240f9,GCF_359402a753,41,0.35344828,0.6465517199999999,0.35344828
GCF_3204a40b8f,GCF_d64cc41487,41,0.35344828,0.6465517199999999,0.35344828
GCF_359402a753,GCF_5e98ea1481,41,0.35344828,0.6465517199999999,0.35344828
GCF_359402a753,GCF_b1d416db16,41,0.35344828,0.6465517199999999,0.35344828
GCF_3930935a9b,GCF_a60234bc11,41,0.35344828,0.6465517199999999,0.35344828
GCF_3b9eca1cd3,GCF_db898d2111,82,0.35344828,0.6465517199999999,0.35344828
GCF_58b236c0e9,GCF_c2aa7e2eed,41,0.35344828,0.6465517199999999,0.35344828
GCF_d5f29f24d8,GCF_e468c5d75d,738,0.35344828,0.6465517199999999,0.35344828
GCF_3880f84e2d,GCF_6587a5ce75,293,0.35343788,0.64656212,0.35343788
GCF_7e150745f6,GCF_d0d730c5f2,2263,0.35342808,0.64657192,0.35342808
GCF_899d17abfe,GCF_dd8a51ff07,299,0.3534279,0.6465721,0.3534279
GCF_6c2dfce6e8,GCF_8eb6cd2c45,2451,0.35342466,0.64657534,0.35342466
GCF_202a59de7e,GCF_f0734166cf,88,0.35341365,0.64658635,0.35341365
GCF_2fc2809e29,GCF_3bc9107137,1232,0.35341365,0.64658635,0.35341365
GCF_149c6e1db5,GCF_5f381bc55c,47,0.35338346,0.64661654,0.35338346
GCF_1e71f81d97,GCF_9bc5b9c08c,47,0.35338346,0.64661654,0.35338346
GCF_40a1c84ae4,GCF_80f5a0b318,47,0.35338346,0.64661654,0.35338346
GCF_4950908ef7,GCF_898b3a02a1,47,0.35338346,0.64661654,0.35338346
GCF_e9982a6a9a,GCF_ec7d536039,259,0.35334243,0.64665757,0.35334243
GCF_1562785eac,GCF_3c5bd46100,106,0.35333333,0.64666667,0.35333333
GCF_be72663692,GCF_dbd84c7b6d,53,0.35333333,0.64666667,0.35333333
GCF_93373904cd,GCF_bbff32c670,165,0.35331906,0.64668094,0.35331906
GCF_251251a932,GCF_f431783179,59,0.35329341,0.64670659,0.35329341
GCF_a26a3ea7ea,GCF_baad36251d,118,0.35329341,0.64670659,0.35329341
GCF_a7fd580e51,GCF_ae52895879,59,0.35329341,0.64670659,0.35329341
GCF_63987ec8fe,GCF_d023426400,3375,0.35329216,0.6467078399999999,0.35329216
GCF_09e2f35e13,GCF_2e953e5d28,579,0.35326419,0.64673581,0.35326419
GCF_71f60fc8c6,GCF_c61125b267,65,0.35326087,0.64673913,0.35326087
GCF_0d981711ea,GCF_229004763e,3413,0.35323949,0.64676051,0.35323949
GCF_0e4aa9d665,GCF_cf733f79fd,2118,0.35323549,0.64676451,0.35323549
GCF_03e5bf380f,GCF_1a6b7f514a,77,0.35321101,0.64678899,0.35321101
GCF_32a52f3443,GCF_d7c4367a90,3692,0.35320004,0.6467999600000001,0.35320004
GCF_16979f5209,GCF_9e25eec2df,7108,0.35319255,0.6468074500000001,0.35319255
GCF_34cb3034f1,GCF_a6d57f484c,83,0.35319149,0.6468085100000001,0.35319149
GCF_a3401845c9,GCF_e7728a1aa7,89,0.3531746,0.6468254,0.3531746
GCF_9e25eec2df,GCF_ac2e2a66cd,6268,0.35316655,0.6468334499999999,0.35316655
GCF_34cb3034f1,GCF_512b811aea,95,0.35315985,0.6468401500000001,0.35315985
GCF_4cdb12aeb4,GCF_abf74c8a06,291,0.35315534,0.64684466,0.35315534
GCF_737a6edf52,GCF_dc547b3d63,1735,0.35314472,0.64685528,0.35314472
GCF_916c6f40b6,GCF_fc280c2e41,8417,0.35307689,0.64692311,0.35307689
GCF_5a76894f93,GCF_75180cec3e,8590,0.35306206,0.6469379399999999,0.35306206
GCF_7ce8e133bc,GCF_8967c87552,2866,0.35299914,0.64700086,0.35299914
GCF_0e4aa9d665,GCF_63987ec8fe,2448,0.35299207,0.64700793,0.35299207
GCF_61ebbc35dc,GCF_be3f694e14,443,0.35298805,0.64701195,0.35298805
GCF_00114349cf,GCF_befc3fd2f2,48,0.35294118,0.64705882,0.35294118
GCF_01851f3ab2,GCF_85465a629d,24,0.35294118,0.64705882,0.35294118
GCF_0ae3618344,GCF_7d7cb136c4,30,0.35294118,0.64705882,0.35294118
GCF_0ba5ab67e2,GCF_94fb61d16e,36,0.35294118,0.64705882,0.35294118
GCF_0c7638bade,GCF_c505925e99,30,0.35294118,0.64705882,0.35294118
GCF_0ccab31f96,GCF_f27bc7645f,60,0.35294118,0.64705882,0.35294118
GCF_0e34d33917,GCF_79e7b40f2f,30,0.35294118,0.64705882,0.35294118
GCF_10f4c9e388,GCF_b58ebc1b60,36,0.35294118,0.64705882,0.35294118
GCF_126ab64788,GCF_48269b967d,24,0.35294118,0.64705882,0.35294118
GCF_149c6e1db5,GCF_96d2e4f419,24,0.35294118,0.64705882,0.35294118
GCF_14e0b2868d,GCF_4581789c04,78,0.35294118,0.64705882,0.35294118
GCF_14eeddc36a,GCF_5346c37123,30,0.35294118,0.64705882,0.35294118
GCF_184488e3ef,GCF_c9df7036d1,24,0.35294118,0.64705882,0.35294118
GCF_198b8ba80a,GCF_b1dd35e25d,30,0.35294118,0.64705882,0.35294118
GCF_1a36916763,GCF_a4d7bc2b99,24,0.35294118,0.64705882,0.35294118
GCF_1a6b7f514a,GCF_412a7309bd,42,0.35294118,0.64705882,0.35294118
GCF_1a6b7f514a,GCF_b414496fcb,42,0.35294118,0.64705882,0.35294118
GCF_1eea7237b9,GCF_6af7eede99,24,0.35294118,0.64705882,0.35294118
GCF_247214152f,GCF_a7ba9d692a,36,0.35294118,0.64705882,0.35294118
GCF_24ee0099cd,GCF_9b19bf8cf4,24,0.35294118,0.64705882,0.35294118
GCF_24ee0099cd,GCF_9eb8b9953d,24,0.35294118,0.64705882,0.35294118
GCF_24ee0099cd,GCF_e2158105ff,42,0.35294118,0.64705882,0.35294118
GCF_2576710509,GCF_82ce0cfb63,24,0.35294118,0.64705882,0.35294118
GCF_26a162783b,GCF_d0a9732d6a,24,0.35294118,0.64705882,0.35294118
GCF_2b07b34bf8,GCF_55daf1dc9e,168,0.35294118,0.64705882,0.35294118
GCF_2d9daa10c6,GCF_61bc5b7e66,30,0.35294118,0.64705882,0.35294118
GCF_2d9e2a9b1b,GCF_96c67c08f8,24,0.35294118,0.64705882,0.35294118
GCF_2efb819821,GCF_78049493d1,42,0.35294118,0.64705882,0.35294118
GCF_31a048658e,GCF_cc9b7ca643,24,0.35294118,0.64705882,0.35294118
GCF_342610d657,GCF_91a5d29993,24,0.35294118,0.64705882,0.35294118
GCF_38941237c0,GCF_9e5f732449,30,0.35294118,0.64705882,0.35294118
GCF_39798fe64d,GCF_5b2aab9895,24,0.35294118,0.64705882,0.35294118
GCF_39798fe64d,GCF_f4f9803f3b,24,0.35294118,0.64705882,0.35294118
GCF_3aa73d5726,GCF_80d3e989b5,24,0.35294118,0.64705882,0.35294118
GCF_3aaab7210b,GCF_5a976e0da8,42,0.35294118,0.64705882,0.35294118
GCF_3cf7f4d9b7,GCF_d1fe5d1fdd,24,0.35294118,0.64705882,0.35294118
GCF_43fb0faa05,GCF_6c19fe6ada,42,0.35294118,0.64705882,0.35294118
GCF_449bf96711,GCF_e964e698fd,30,0.35294118,0.64705882,0.35294118
GCF_47738c55af,GCF_6c98aa6e5e,24,0.35294118,0.64705882,0.35294118
GCF_490314a7f9,GCF_b0331cf721,30,0.35294118,0.64705882,0.35294118
GCF_50565c76dc,GCF_ee000bdbae,24,0.35294118,0.64705882,0.35294118
GCF_562ccfad8e,GCF_c15bf1841b,36,0.35294118,0.64705882,0.35294118
GCF_5683f83f56,GCF_afa92e823d,30,0.35294118,0.64705882,0.35294118
GCF_5740ad1a00,GCF_5f2cbec0e0,54,0.35294118,0.64705882,0.35294118
GCF_5785b6aa85,GCF_b97870aa3a,36,0.35294118,0.64705882,0.35294118
GCF_57ee8659d0,GCF_7cb9982357,24,0.35294118,0.64705882,0.35294118
GCF_5de312d3f7,GCF_8e8c0c6ec4,30,0.35294118,0.64705882,0.35294118
GCF_5ec1faa190,GCF_8ff00ce4b1,36,0.35294118,0.64705882,0.35294118
GCF_5ede58a734,GCF_99f2c96800,54,0.35294118,0.64705882,0.35294118
GCF_6090a85d0f,GCF_6fa8c83513,30,0.35294118,0.64705882,0.35294118
GCF_6214a0c1b8,GCF_e5964e212a,24,0.35294118,0.64705882,0.35294118
GCF_654bcf0056,GCF_fc7a54753b,60,0.35294118,0.64705882,0.35294118
GCF_6713e8c840,GCF_b53d710c0f,30,0.35294118,0.64705882,0.35294118
GCF_69ed080f8e,GCF_705a2f2d4d,24,0.35294118,0.64705882,0.35294118
GCF_6c98aa6e5e,GCF_d4e74b402a,24,0.35294118,0.64705882,0.35294118
GCF_71295d4c9c,GCF_96f5ca267b,24,0.35294118,0.64705882,0.35294118
GCF_714a6fad43,GCF_b7bb324c05,36,0.35294118,0.64705882,0.35294118
GCF_7aa04f3a2a,GCF_d41e2ed479,54,0.35294118,0.64705882,0.35294118
GCF_7b453e0850,GCF_9d0a484ae0,24,0.35294118,0.64705882,0.35294118
GCF_807309c4fb,GCF_86ee3ff54e,24,0.35294118,0.64705882,0.35294118
GCF_87bac64a2b,GCF_c445f134ca,24,0.35294118,0.64705882,0.35294118
GCF_88737bcee5,GCF_9e7880c62a,24,0.35294118,0.64705882,0.35294118
GCF_88de917e1b,GCF_cc1b8ab89d,24,0.35294118,0.64705882,0.35294118
GCF_8d109df7e0,GCF_ecbb1ac998,36,0.35294118,0.64705882,0.35294118
GCF_8fccf725f0,GCF_bef2ac53a4,84,0.35294118,0.64705882,0.35294118
GCF_9008f57833,GCF_9763930583,24,0.35294118,0.64705882,0.35294118
GCF_914613e33b,GCF_fc6b0a2667,30,0.35294118,0.64705882,0.35294118
GCF_9274291898,GCF_ca3b4bd92e,48,0.35294118,0.64705882,0.35294118
GCF_937f098360,GCF_c9cd2e2903,48,0.35294118,0.64705882,0.35294118
GCF_96509b7700,GCF_ffd89a9a0c,36,0.35294118,0.64705882,0.35294118
GCF_96d2e4f419,GCF_a4d7bc2b99,24,0.35294118,0.64705882,0.35294118
GCF_99dc81cd7e,GCF_c6a52d4832,24,0.35294118,0.64705882,0.35294118
GCF_9d2684f735,GCF_e677394dfd,24,0.35294118,0.64705882,0.35294118
GCF_a3044199d0,GCF_f6a57e7b4e,24,0.35294118,0.64705882,0.35294118
GCF_b58ebc1b60,GCF_ba33c02359,36,0.35294118,0.64705882,0.35294118
GCF_b7e87ffc73,GCF_f27bc7645f,30,0.35294118,0.64705882,0.35294118
GCF_b97870aa3a,GCF_c469d6b3d1,36,0.35294118,0.64705882,0.35294118
GCF_bbbcb57962,GCF_fe10a7d141,42,0.35294118,0.64705882,0.35294118
GCF_c01f844f9a,GCF_d5b6759a2a,30,0.35294118,0.64705882,0.35294118
GCF_c51ea52108,GCF_e2c277100c,30,0.35294118,0.64705882,0.35294118
GCF_ce3953a291,GCF_e02fe0282b,36,0.35294118,0.64705882,0.35294118
GCF_cf8d2f21c1,GCF_f22d47297b,72,0.35294118,0.64705882,0.35294118
GCF_d41e2ed479,GCF_f1254e01a6,48,0.35294118,0.64705882,0.35294118
GCF_e17adc5a06,GCF_f917ec8647,24,0.35294118,0.64705882,0.35294118
GCF_e1f963790f,GCF_f67324db46,24,0.35294118,0.64705882,0.35294118
GCF_e55f79a2c0,GCF_f328f90e7d,24,0.35294118,0.64705882,0.35294118
GCF_f21cadbe12,GCF_ffb8be3c87,24,0.35294118,0.64705882,0.35294118
GCF_08f55cfa43,GCF_84a8bc728d,847,0.35291667,0.6470833300000001,0.35291667
GCF_8459315ee8,GCF_da5422110d,805,0.35291539,0.6470846100000001,0.35291539
GCF_45fa8e012f,GCF_90d1928738,813,0.35286458,0.64713542,0.35286458
GCF_b40a5a71f2,GCF_e63e2b2e75,1400,0.35282258,0.64717742,0.35282258
GCF_163b420811,GCF_d4c967b4d3,1136,0.35279503,0.64720497,0.35279503
GCF_0ccab31f96,GCF_87e66a7e75,79,0.35267857,0.64732143,0.35267857
GCF_4a8167f474,GCF_4d9730791e,79,0.35267857,0.64732143,0.35267857
GCF_05379f7dc7,GCF_f180f59478,231,0.35267176,0.64732824,0.35267176
GCF_a7fe739782,GCF_c4f29ce2e8,760,0.35266821,0.64733179,0.35266821
GCF_229004763e,GCF_d023426400,3297,0.35265804,0.64734196,0.35265804
GCF_744ec7ea4d,GCF_c567d091c4,140,0.35264484,0.64735516,0.35264484
GCF_1e7ed19cce,GCF_aff4c57aba,67,0.35263158,0.64736842,0.35263158
GCF_b4441d6f66,GCF_e051620e61,67,0.35263158,0.64736842,0.35263158
GCF_259dbc6154,GCF_7b269685a6,2473,0.35263083,0.6473691699999999,0.35263083
GCF_163b420811,GCF_d35cd893d5,1386,0.35258204,0.6474179600000001,0.35258204
GCF_25a1db6030,GCF_6beecbf55b,55,0.3525641,0.6474359000000001,0.3525641
GCF_ce4a9ea6b0,GCF_d56280f23e,55,0.3525641,0.6474359000000001,0.3525641
GCF_737a6edf52,GCF_d0d730c5f2,1798,0.35254902,0.64745098,0.35254902
GCF_0b9a7c7d26,GCF_a3401845c9,92,0.35249042,0.6475095799999999,0.35249042
GCF_0f8a262ffa,GCF_6fc3b855d5,7997,0.35246155,0.64753845,0.35246155
GCF_01089b3dc1,GCF_e88a181623,43,0.35245902,0.64754098,0.35245902
GCF_52b478f5fe,GCF_e810147ddc,86,0.35245902,0.64754098,0.35245902
GCF_8559fe6c44,GCF_abd14469af,43,0.35245902,0.64754098,0.35245902
GCF_7ce8e133bc,GCF_acd44366c8,3351,0.35240299,0.6475970099999999,0.35240299
GCF_607d3452e7,GCF_85232af0aa,1005,0.35238429,0.64761571,0.35238429
GCF_1b67e0c077,GCF_be514d860b,37,0.35238095,0.64761905,0.35238095
GCF_2f096d4eb9,GCF_562ccfad8e,37,0.35238095,0.64761905,0.35238095
GCF_3cd41702ad,GCF_be514d860b,37,0.35238095,0.64761905,0.35238095
GCF_93b74085dd,GCF_e810147ddc,37,0.35238095,0.64761905,0.35238095
GCF_6c2dfce6e8,GCF_d023426400,3062,0.35235903,0.64764097,0.35235903
GCF_3bf7c2fc79,GCF_6a76758c19,2423,0.35233387,0.64766613,0.35233387
GCF_5240049a51,GCF_df8c4fb204,99,0.35231317,0.64768683,0.35231317
GCF_375a206cae,GCF_456a4a3a78,31,0.35227273,0.6477272700000001,0.35227273
GCF_39798fe64d,GCF_b50b7bca46,31,0.35227273,0.6477272700000001,0.35227273
GCF_5a976e0da8,GCF_ee000bdbae,31,0.35227273,0.6477272700000001,0.35227273
GCF_61bc5b7e66,GCF_97e22f295f,31,0.35227273,0.6477272700000001,0.35227273
GCF_63b4187dc1,GCF_9ed706c88c,31,0.35227273,0.6477272700000001,0.35227273
GCF_710f03a560,GCF_c193e985dc,31,0.35227273,0.6477272700000001,0.35227273
GCF_731c594000,GCF_90517ee78d,31,0.35227273,0.6477272700000001,0.35227273
GCF_a7d949a20d,GCF_b9563fb593,31,0.35227273,0.6477272700000001,0.35227273
GCF_bcaf3affe3,GCF_c2288d8a0a,31,0.35227273,0.6477272700000001,0.35227273
GCF_be72663692,GCF_c15bf1841b,62,0.35227273,0.6477272700000001,0.35227273
GCF_bfae685939,GCF_c193e985dc,31,0.35227273,0.6477272700000001,0.35227273
GCF_d5b6759a2a,GCF_fa12813072,31,0.35227273,0.6477272700000001,0.35227273
GCF_4d1c1e486a,GCF_8967c87552,2018,0.35224297,0.64775703,0.35224297
GCF_0970e9a3e2,GCF_699d16c048,7546,0.35222181,0.6477781899999999,0.35222181
GCF_62fde659c0,GCF_699d16c048,5107,0.3522069,0.6477931,0.3522069
GCF_5d439e933e,GCF_c5fce533f6,81,0.35217391,0.64782609,0.35217391
GCF_84a8bc728d,GCF_eee4e0403c,648,0.35217391,0.64782609,0.35217391
GCF_3857c8148d,GCF_f8d9038b2c,9156,0.35216739,0.64783261,0.35216739
GCF_41ea805e63,GCF_ec90cc4fa4,2319,0.35216401,0.6478359899999999,0.35216401
GCF_0ee8b4103a,GCF_d45b7a2c48,25,0.35211268,0.6478873199999999,0.35211268
GCF_10f4c9e388,GCF_f328f90e7d,25,0.35211268,0.6478873199999999,0.35211268
GCF_1803a4d38c,GCF_501956d889,25,0.35211268,0.6478873199999999,0.35211268
GCF_1ce6a07db5,GCF_d4ba6f0a6f,25,0.35211268,0.6478873199999999,0.35211268
GCF_1de5c5a0f1,GCF_87f71cd7de,25,0.35211268,0.6478873199999999,0.35211268
GCF_1de5c5a0f1,GCF_9cff6a0632,25,0.35211268,0.6478873199999999,0.35211268
GCF_2182799a6c,GCF_5585b1e27f,25,0.35211268,0.6478873199999999,0.35211268
GCF_22389cb9ae,GCF_4346d7da63,25,0.35211268,0.6478873199999999,0.35211268
GCF_27011293c2,GCF_b3781349c2,25,0.35211268,0.6478873199999999,0.35211268
GCF_293a3519cb,GCF_44b11d6e05,25,0.35211268,0.6478873199999999,0.35211268
GCF_35583f5f05,GCF_409520146a,25,0.35211268,0.6478873199999999,0.35211268
GCF_38941237c0,GCF_7c038eaf56,25,0.35211268,0.6478873199999999,0.35211268
GCF_3c9176e70e,GCF_7482145880,25,0.35211268,0.6478873199999999,0.35211268
GCF_48cfa6e69b,GCF_de02239dd3,25,0.35211268,0.6478873199999999,0.35211268
GCF_4950908ef7,GCF_c3ab5b25aa,50,0.35211268,0.6478873199999999,0.35211268
GCF_50565c76dc,GCF_88badf4f41,25,0.35211268,0.6478873199999999,0.35211268
GCF_5345e6437a,GCF_cec4ea5440,25,0.35211268,0.6478873199999999,0.35211268
GCF_5662b32b3b,GCF_9a40df4990,25,0.35211268,0.6478873199999999,0.35211268
GCF_5a32135c21,GCF_9e781a04a0,25,0.35211268,0.6478873199999999,0.35211268
GCF_69cabef6e8,GCF_ee4f880227,25,0.35211268,0.6478873199999999,0.35211268
GCF_7baa2e800d,GCF_b590611260,25,0.35211268,0.6478873199999999,0.35211268
GCF_9a40df4990,GCF_a27ae68652,25,0.35211268,0.6478873199999999,0.35211268
GCF_a2dd71f20e,GCF_e642fef87d,50,0.35211268,0.6478873199999999,0.35211268
GCF_a75f2a6e63,GCF_ce3678b893,25,0.35211268,0.6478873199999999,0.35211268
GCF_a83eb09f62,GCF_abf74c8a06,475,0.35211268,0.6478873199999999,0.35211268
GCF_ba33c02359,GCF_f328f90e7d,25,0.35211268,0.6478873199999999,0.35211268
GCF_daad1d4eb1,GCF_f917ec8647,25,0.35211268,0.6478873199999999,0.35211268
GCF_1e71f81d97,GCF_5607946b98,69,0.35204082,0.64795918,0.35204082
GCF_21cf27c9db,GCF_654bcf0056,44,0.352,0.648,0.352
GCF_3ba69993ff,GCF_749ce6e925,44,0.352,0.648,0.352
GCF_40a2a13bdf,GCF_899d17abfe,308,0.352,0.648,0.352
GCF_8ea1658a34,GCF_cd2ec3b8f4,44,0.352,0.648,0.352
GCF_afa92e823d,GCF_b97870aa3a,44,0.352,0.648,0.352
